Region,Local_date,Time zone,DF,D,NG,TI,Sum (NG),NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,Sum (Trade),Sum (Imports),Sum (Exports),CAN,MEX,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,Positive Gen from COL,Positive Gen from NG,Positive Gen from OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
US48,01Dec2019,Eastern,"9,447,167","9,873,642","9,686,673","-9,976","9,667,964","1,971,444","3,273,071","2,425,287","5,732","664,269","87,296","1,058,550","182,315",,"-169,658","170,717","1,059","-169,098",-560,2.21,0.91,2.15,"1,971,560","3,273,133","5,750","1,979,734","1,347,787","5,601","27,741","3,360,863","58,776",464,"3,419,175","9,673,706","9,843,364",0.77,0.77
US48,02Dec2019,Eastern,"10,756,923","10,986,146","10,778,870","-32,854","10,772,327","2,445,395","4,123,596","2,431,213","11,436","738,567","109,302","732,797","180,021",,"-186,331","188,903","2,572","-184,988","-1,343",2.21,0.91,2.15,"2,445,395","4,123,621","11,495","2,455,534","1,697,995","11,196","26,296","4,191,021","73,271","1,221","4,263,072","10,773,335","10,959,666",0.86,0.86
US48,03Dec2019,Eastern,"11,002,157","11,179,643","10,968,721","-13,083","10,967,012","2,378,737","4,123,753","2,434,721","7,820","723,719","95,647","1,019,906","182,709",,"-189,096","192,038","2,942","-189,190",94,2.21,0.91,2.15,"2,378,737","4,123,777","7,849","2,388,600","1,698,059","7,645","27,985","4,122,289","72,097","1,375","4,193,011","10,972,479","11,161,575",0.83,0.83
US48,04Dec2019,Eastern,"10,807,766","10,932,685","10,622,811","-36,467","10,608,590","2,441,721","4,068,041","2,360,586","9,034","700,751","82,540","769,432","176,485",,"-186,000","191,608","5,608","-186,841",841,2.21,0.91,2.15,"2,441,721","4,068,065","9,067","2,451,845","1,675,119","8,831","25,687","4,161,481","75,099","1,713","4,234,867","10,614,551","10,800,551",0.86,0.86
US48,05Dec2019,Eastern,"10,558,919","10,767,294","10,500,161","-3,486","10,492,370","2,324,376","3,845,262","2,358,351","7,272","703,593","113,654","958,886","180,976",,"-161,278","163,767","2,489","-161,556",278,2.21,0.91,2.15,"2,324,376","3,845,274","7,301","2,334,013","1,583,379","7,111","27,117","3,951,621","61,585",875,"4,012,331","10,500,695","10,661,973",0.83,0.83
US48,06Dec2019,Eastern,"10,486,046","10,621,286","10,341,015","-18,443","10,324,928","2,404,244","3,876,376","2,355,830","9,858","709,705","97,757","688,882","182,276",,"-147,150","157,146","9,996","-147,831",681,2.21,0.91,2.15,"2,404,429","3,876,385","9,887","2,414,398","1,596,190","9,630","25,322","4,045,540","61,524","2,018","4,105,046","10,328,248","10,475,398",0.86,0.86
US48,07Dec2019,Eastern,"10,063,475","10,176,310","9,933,148","14,160","9,920,256","2,139,876","3,545,928","2,343,229","5,519","655,734","82,876","972,717","174,377",,"-132,067","143,814","11,747","-132,354",287,2.21,0.91,2.15,"2,140,046","3,545,954","5,536","2,148,919","1,460,127","5,392","26,596","3,641,035","52,705","1,968","3,691,772","9,932,210","10,064,277",0.81,0.81
US48,08Dec2019,Eastern,"9,905,340","10,037,293","9,798,101","13,134","9,780,884","2,172,376","3,317,020","2,358,380","8,252","635,603","76,346","1,030,796","182,111",,"-134,997","148,132","13,135","-135,921",924,2.21,0.91,2.15,"2,172,547","3,317,062","8,273","2,181,555","1,365,876","8,058","26,894","3,582,383","54,085","3,370","3,633,098","9,786,080","9,921,077",0.81,0.81
US48,09Dec2019,Eastern,"10,421,534","10,507,255","10,280,252","24,144","10,270,033","2,191,154","3,618,205","2,330,007","6,969","682,999","93,535","1,158,615","188,549",,"-137,559","148,910","11,351","-138,417",858,2.21,0.91,2.15,"2,191,313","3,618,259","6,988","2,200,399","1,489,901","6,806","27,979","3,725,084","53,941","3,733","3,775,292","10,277,726","10,415,285",0.80,0.80
US48,10Dec2019,Eastern,"10,810,893","10,918,219","10,694,456","35,518","10,684,553","2,327,672","4,120,227","2,326,583","21,043","704,490","92,010","914,915","177,613",,"-143,009","147,977","4,968","-143,430",421,2.21,0.91,2.15,"2,328,057","4,120,250","21,066","2,337,710","1,696,607","20,518","26,492","4,081,327","56,425","2,735","4,135,016","10,693,424","10,836,433",0.84,0.84
US48,11Dec2019,Eastern,"11,344,866","11,597,481","11,381,459","30,447","11,373,536","2,547,380","4,547,252","2,348,766","11,519","736,701","92,412","893,811","195,695",,"-129,879","140,348","10,469","-132,611","2,732",2.21,0.91,2.15,"2,547,972","4,547,262","11,545","2,558,536","1,872,439","11,245","26,805","4,469,025","55,049","4,125","4,519,949","11,380,771","11,510,650",0.87,0.87
US48,12Dec2019,Eastern,"11,449,320","11,589,790","11,306,125","41,648","11,295,410","2,644,538","4,385,467","2,346,271","16,613","724,082","107,817","881,922","188,700",,"-132,682","146,888","14,206","-130,694","-1,988",2.21,0.91,2.15,"2,645,117","4,385,474","16,644","2,656,084","1,805,819","16,211","26,677","4,504,792","58,468","3,786","4,559,474","11,300,848","11,433,530",0.88,0.88
US48,13Dec2019,Eastern,"11,079,305","11,068,382","10,804,360","40,834","10,796,487","2,599,958","4,165,613","2,358,734","11,432","726,155","91,886","654,931","187,778",,"-121,073","138,642","17,569","-121,760",687,2.21,0.91,2.15,"2,600,436","4,165,629","11,461","2,611,218","1,715,293","11,163","25,230","4,362,904","55,974","5,666","4,413,212","10,800,372","10,921,445",0.89,0.89
US48,14Dec2019,Eastern,"10,272,089","10,301,997","10,037,984","31,355","10,023,022","2,335,463","3,619,344","2,351,130","7,407","658,359","106,824","762,634","181,861",,"-114,364","131,205","16,841","-114,762",398,2.21,0.91,2.15,"2,335,612","3,619,384","7,427","2,345,296","1,490,364","7,234","25,502","3,868,396","50,543","4,921","3,914,018","10,028,651","10,143,015",0.85,0.85
US48,15Dec2019,Eastern,"10,131,801","10,279,539","10,013,110","17,498","10,005,930","2,380,741","3,515,637","2,362,835","6,910","672,010","140,066","743,017","184,714",,"-124,108","131,919","7,811","-126,267","2,159",2.21,0.91,2.15,"2,380,878","3,515,676","6,930","2,390,750","1,447,660","6,750","25,779","3,870,938","51,104","2,606","3,919,436","10,013,880","10,137,988",0.85,0.85
US48,16Dec2019,Eastern,"11,007,967","11,120,787","10,832,214","16,424","10,829,102","2,566,524","3,986,121","2,375,892","13,979","723,064","138,067","835,861","189,594",,"-154,652","162,427","7,775","-158,976","4,324",2.21,0.91,2.15,"2,566,643","3,986,139","14,027","2,577,285","1,641,384","13,662","26,787","4,259,118","63,879","3,619","4,319,378","10,837,904","10,992,556",0.87,0.87
US48,17Dec2019,Eastern,"11,402,221","11,478,068","11,181,884","7,394","11,181,540","2,563,758","4,310,221","2,384,551","14,043","739,421","95,052","887,594","186,900",,"-169,125","174,131","5,006","-169,467",342,2.21,0.91,2.15,"2,563,880","4,310,232","14,069","2,574,510","1,774,836","13,703","26,984","4,390,034","68,338","2,268","4,456,104","11,190,744","11,359,869",0.86,0.86
US48,18Dec2019,Eastern,"11,875,904","12,012,887","11,698,324","-13,493","11,700,301","2,912,340","4,098,561","2,360,872","22,537","758,043","110,834","739,837","697,277",,"-178,331","181,612","3,281","-179,235",904,2.21,0.91,2.15,"2,912,439","4,098,565","22,566","2,924,515","1,687,678","21,979","29,310","4,663,481","72,331","1,528","4,734,284","11,706,934","11,885,265",0.88,0.88
US48,19Dec2019,Eastern,"12,069,694","12,059,796","11,743,289","7,059","11,744,946","2,769,853","4,348,282","2,364,113","36,000","736,693","147,439","1,133,884","208,682",,"-166,708","168,065","1,357","-166,500",-208,2.21,0.91,2.15,"2,769,918","4,348,290","36,035","2,781,403","1,790,508","35,098","28,827","4,635,836","66,290",662,"4,701,464","11,750,707","11,917,415",0.87,0.87
US48,20Dec2019,Eastern,"11,609,178","11,645,493","11,363,310","54,274","11,349,836","2,620,210","4,276,410","2,377,549","31,693","704,817","132,445","1,023,871","182,841",,"-153,022","160,901","7,879","-153,044",22,2.21,0.91,2.15,"2,620,301","4,276,415","31,727","2,631,165","1,760,911","30,902","27,775","4,450,754","63,040","1,944","4,511,850","11,357,157","11,510,179",0.86,0.86
US48,21Dec2019,Eastern,"10,635,620","10,732,486","10,465,138","54,185","10,448,479","2,250,293","4,000,770","2,367,844","14,534","656,371","88,161","900,828","169,678",,"-154,915","161,485","6,570","-154,922",7,2.21,0.91,2.15,"2,250,413","4,000,787","14,557","2,259,744","1,647,415","14,179","26,237","3,947,575","60,979","1,864","4,006,690","10,449,254","10,604,169",0.83,0.83
US48,22Dec2019,Eastern,"10,244,636","10,414,661","10,098,518","-19,586","10,085,937","2,205,553","3,842,004","2,373,427","15,630","643,084","69,203","773,586","163,450",,"-164,342","167,829","3,487","-164,241",-101,2.21,0.91,2.15,"2,205,680","3,842,029","15,650","2,214,825","1,582,043","15,243","25,267","3,837,379","63,768","1,311","3,899,836","10,092,188","10,256,530",0.84,0.84
US48,23Dec2019,Eastern,"10,537,519","10,502,294","10,178,337","-13,655","10,163,757","2,080,976","3,924,747","2,390,333","22,485","685,958","46,963","848,451","163,844",,"-164,256","167,738","3,482","-164,469",213,2.21,0.91,2.15,"2,081,089","3,924,758","22,530","2,089,718","1,616,109","21,944","25,998","3,753,768","61,814","1,892","3,813,691","10,173,699","10,337,955",0.81,0.81
US48,24Dec2019,Eastern,"9,939,641","9,838,813","9,525,933","-35,081","9,507,382","1,820,153","3,343,560","2,411,022","31,636","684,132","103,554","966,727","146,598",,"-176,025","178,784","2,759","-174,952","-1,073",2.21,0.91,2.15,"1,820,266","3,343,594","31,656","1,827,813","1,376,801","30,833","27,118","3,262,566","61,218","2,050","3,321,734","9,519,505","9,695,530",0.76,0.76
US48,25Dec2019,Eastern,"9,426,993","9,385,768","9,117,946","-4,392","9,100,967","1,750,994","3,046,230","2,418,113","34,042","662,157","110,833","936,586","142,012",,"-144,523","145,868","1,345","-141,727","-2,796",2.21,0.91,2.15,"1,751,106","3,046,274","34,066","1,758,366","1,254,373","33,180","26,822","3,072,742","49,236","1,084","3,120,893","9,108,234","9,252,757",0.74,0.74
US48,26Dec2019,Eastern,"9,928,400","9,957,281","9,653,721","-11,833","9,642,348","1,905,425","3,548,283","2,411,613","32,381","754,997","67,798","776,939","144,912",,"-191,390","194,270","2,880","-191,416",26,2.21,0.91,2.15,"1,905,535","3,548,298","32,425","1,913,436","1,461,093","31,582","26,075","3,432,185","69,304","1,711","3,499,779","9,643,885","9,835,275",0.78,0.78
US48,27Dec2019,Eastern,"9,906,030","10,002,340","9,725,065","31,746","9,718,911","1,913,992","3,503,566","2,343,455","30,526","758,055","96,830","927,319","145,168",,"-143,724","153,214","9,490","-143,699",-25,2.21,0.91,2.15,"1,914,169","3,503,581","30,550","1,922,105","1,442,679","29,756","26,797","3,421,338","53,890","2,561","3,472,667","9,721,007","9,864,731",0.78,0.78
US48,28Dec2019,Eastern,"9,521,456","9,567,272","9,268,152","2,818","9,250,178","1,737,432","3,263,763","2,344,094","30,562","673,010","117,269","941,959","142,089",,"-146,293","151,147","4,854","-145,565",-728,2.21,0.91,2.15,"1,738,059","3,263,779","30,585","1,745,265","1,343,936","29,790","26,494","3,145,485","51,370",750,"3,196,105","9,256,918","9,403,211",0.75,0.75
US48,29Dec2019,Eastern,"9,590,844","9,553,236","9,222,504","-24,672","9,204,225","1,639,973","3,181,672","2,348,365","30,850","669,734","93,320","1,106,145","134,166",,"-165,098","166,975","1,877","-164,368",-730,2.21,0.91,2.15,"1,640,586","3,181,687","30,868","1,647,388","1,310,132","30,065","27,345","3,014,931","54,745",459,"3,069,216","9,213,219","9,378,317",0.72,0.72
US48,30Dec2019,Eastern,"10,320,955","10,264,443","9,949,486","-3,368","9,931,177","1,766,125","3,710,658","2,371,021","30,841","717,192","95,387","1,101,619","138,334",,"-163,508","165,698","2,190","-161,698","-1,810",2.21,0.91,2.15,"1,766,730","3,710,674","30,874","1,774,055","1,527,955","30,071","27,794","3,359,875","56,004",901,"3,414,978","9,939,915","10,103,423",0.75,0.75
US48,31Dec2019,Eastern,"10,565,290","10,446,935","9,815,576","74,607","9,798,812","1,803,982","3,801,900","2,295,085","32,025","694,758","133,328","893,637","144,097",,"-135,443","149,826","14,383","-133,301","-2,142",2.21,0.91,2.15,"1,804,600","3,801,920","32,059","1,812,082","1,565,527","31,226","26,161","3,434,996","52,433","3,367","3,484,061","9,809,833","9,945,276",0.77,0.77
US48,01Jan2020,Eastern,"10,108,724","9,889,047","9,646,711","71,816","9,682,729","1,627,150","3,307,545","2,384,949","28,926","635,550","119,585","1,444,726","134,298",,"-122,911","144,113","21,202","-120,018","-2,893",2.23,0.91,2.13,"1,627,776","3,307,561","28,949","1,646,965","1,358,143","28,023","29,167","3,062,299","45,565","3,750","3,104,114","9,688,666","9,811,577",0.70,0.70
US48,02Jan2020,Eastern,"10,378,364","10,339,231","10,105,887","59,231","9,611,466","1,841,232","3,523,417","2,269,036","32,721","717,270","108,348","969,916","149,526",,"-143,657","155,879","12,222","-143,403",-254,2.23,0.91,2.13,"1,841,887","3,523,433","32,759","1,863,600","1,446,784","31,711","26,019","3,368,115","54,591","2,404","3,420,303","9,612,586","9,756,243",0.77,0.77
US48,03Jan2020,Eastern,"10,262,045","10,164,653","9,928,771","56,444","9,514,010","1,786,946","3,627,633","2,260,011","33,658","711,766","110,623","829,823","153,550",,"-136,977","151,383","14,406","-136,892",-85,2.23,0.91,2.13,"1,787,590","3,627,715","33,680","1,808,663","1,489,604","32,603","25,111","3,355,981","53,450","2,481","3,406,950","9,516,429","9,653,406",0.78,0.78
US48,04Jan2020,Eastern,"9,856,885","9,836,446","9,598,411","52,712","9,180,666","1,683,387","3,408,492","2,253,084","29,697","667,708","118,607","845,849","173,842",,"-150,448","169,056","18,608","-150,712",264,2.23,0.91,2.13,"1,684,001","3,408,568","29,715","1,703,853","1,399,619","28,765","25,127","3,157,363","57,960","2,644","3,212,680","9,192,290","9,342,738",0.76,0.76
US48,05Jan2020,Eastern,"10,006,849","10,039,149","9,814,013","47,210","9,318,164","1,622,058","3,226,582","2,274,264","30,147","691,503","142,785","1,156,889","173,936",,"-161,868","173,146","11,278","-162,324",456,2.23,0.91,2.13,"1,622,697","3,226,645","30,171","1,641,826","1,324,918","29,206","27,442","3,023,393","56,141","2,305","3,077,228","9,324,554","9,486,422",0.71,0.72
US48,06Jan2020,Eastern,"10,785,842","10,703,760","10,472,274","56,938","9,983,317","1,875,474","3,782,537","2,304,439","30,998","755,663","144,593","902,680","186,933",,"-149,292","162,453","13,161","-149,409",117,2.23,0.91,2.13,"1,876,142","3,782,592","31,035","1,898,259","1,553,199","30,042","26,543","3,508,044","56,954","2,590","3,562,408","9,989,057","10,138,349",0.77,0.77
US48,07Jan2020,Eastern,"10,930,372","10,783,426","10,562,197","65,170","10,027,574","1,915,993","3,825,656","2,317,784","36,518","773,786","127,099","843,850","186,888",,"-136,960","157,194","20,234","-136,120",-840,2.23,0.91,2.13,"1,916,859","3,825,681","36,551","1,939,456","1,570,893","35,382","26,241","3,571,972","55,956","4,150","3,623,777","10,029,505","10,166,465",0.79,0.79
US48,08Jan2020,Eastern,"11,107,485","11,082,998","10,883,070","85,177","10,301,788","1,913,267","3,310,328","2,317,670","28,979","765,369","132,012","1,402,776","431,387",,"-128,514","144,494","15,980","-128,514",0,2.23,0.91,2.13,"1,913,468","3,310,410","29,000","1,936,025","1,359,313","28,072","31,223","3,354,634","47,086","2,999","3,398,721","10,310,319","10,438,833",0.72,0.72
US48,09Jan2020,Eastern,"11,009,958","10,941,323","10,729,431","71,997","10,096,449","1,863,684","3,547,832","2,322,247","30,856","783,932","121,465","1,228,916","197,517",,"-155,525","161,919","6,394","-155,940",415,2.23,0.91,2.13,"1,863,805","3,547,906","30,889","1,885,777","1,456,833","29,901","28,790","3,401,301","54,506","2,686","3,453,121","10,105,862","10,261,387",0.74,0.74
US48,10Jan2020,Eastern,"10,473,898","10,334,781","10,136,516","85,494","9,604,244","1,700,086","3,396,419","2,316,939","29,124","777,735","123,119","1,089,754","171,068",,"-136,551","149,508","12,957","-139,023","2,472",2.23,0.91,2.13,"1,700,446","3,396,478","29,151","1,720,492","1,394,654","28,219","27,662","3,171,027","49,418","3,926","3,216,518","9,606,643","9,743,194",0.73,0.73
US48,11Jan2020,Eastern,"9,818,434","9,771,184","9,587,890","104,359","9,139,688","1,629,299","3,103,317","2,290,144","24,026","666,291","111,062","1,152,740","162,809",,"-104,712","129,980","25,268","-108,431","3,719",2.23,0.91,2.13,"1,630,007","3,103,366","24,046","1,649,223","1,274,297","23,277","27,086","2,973,882","42,190","4,807","3,011,266","9,144,666","9,249,378",0.72,0.72
US48,12Jan2020,Eastern,"9,809,680","9,812,445","9,634,579","85,525","9,259,011","1,756,376","3,241,833","2,301,859","6,800","710,925","114,068","939,198","187,952",,"-115,379","135,239","19,860","-115,486",107,2.23,0.91,2.13,"1,757,047","3,241,884","6,824","1,777,760","1,331,175","6,606","26,308","3,141,849","45,709","4,354","3,183,204","9,267,000","9,382,379",0.75,0.75
US48,13Jan2020,Eastern,"10,496,755","10,534,691","10,371,332","110,219","9,917,979","1,867,691","3,593,520","2,311,167","28,250","833,500","117,316","966,950","199,585",,"-102,150","125,960","23,810","-101,846",-304,2.23,0.91,2.13,"1,868,373","3,593,581","28,265","1,890,399","1,475,588","27,361","27,378","3,420,726","43,296","5,326","3,458,695","9,924,877","10,027,027",0.76,0.76
US48,14Jan2020,Eastern,"10,481,259","10,427,989","10,238,679","97,030","9,753,736","1,862,128","3,609,909","2,309,059","30,067","833,742","118,868","796,034","193,929",,"-110,432","134,033","23,601","-110,394",-38,2.23,0.91,2.13,"1,862,809","3,609,935","30,091","1,884,769","1,482,303","29,128","26,295","3,422,495","46,995","5,509","3,463,981","9,761,939","9,872,371",0.77,0.77
US48,15Jan2020,Eastern,"10,385,624","10,349,763","10,161,517","104,352","9,704,241","1,752,110","3,187,734","2,308,663","21,734","824,436","116,341","964,983","528,240",,"-118,876","137,473","18,597","-121,384","2,508",2.23,0.91,2.13,"1,752,786","3,187,760","21,759","1,773,449","1,308,951","21,063","29,322","3,132,785","44,354","5,880","3,171,259","9,711,751","9,830,627",0.71,0.71
US48,16Jan2020,Eastern,"10,686,627","10,687,585","10,492,529","87,712","10,026,305","1,922,401","3,775,169","2,311,151","22,697","835,566","105,893","854,658","198,770",,"-123,614","138,308","14,694","-125,434","1,820",2.23,0.91,2.13,"1,923,100","3,775,195","22,723","1,945,771","1,550,162","21,996","26,608","3,544,537","48,664","5,391","3,587,811","10,030,908","10,154,522",0.78,0.78
US48,17Jan2020,Eastern,"11,022,790","11,127,540","10,960,369","109,865","10,461,798","2,012,746","3,926,514","2,320,008","30,993","873,754","132,269","962,507","203,007",,"-108,051","129,444","21,393","-108,028",-23,2.23,0.91,2.13,"2,013,538","3,926,540","31,016","2,037,275","1,612,307","30,024","27,741","3,707,347","45,859","5,116","3,748,090","10,464,536","10,572,587",0.78,0.78
US48,18Jan2020,Eastern,"10,564,516","10,511,600","10,326,864","90,116","9,848,746","1,911,023","3,506,868","2,316,688","29,234","786,619","118,516","978,875","200,923",,"-112,621","135,987","23,366","-115,184","2,563",2.23,0.91,2.13,"1,912,023","3,506,893","29,254","1,934,563","1,439,993","28,318","27,182","3,430,056","47,372","5,719","3,471,709","9,850,994","9,963,615",0.77,0.77
US48,19Jan2020,Eastern,"10,659,648","10,541,837","10,335,517","67,248","9,870,799","2,128,856","3,720,570","2,320,026","26,938","733,684","111,990","635,166","193,569",,"-117,762","140,138","22,376","-117,774",12,2.23,0.91,2.13,"2,129,776","3,720,595","26,957","2,154,883","1,527,742","26,095","24,724","3,733,444","52,975","4,780","3,781,640","9,882,063","9,999,825",0.83,0.83
US48,20Jan2020,Eastern,"11,899,418","11,833,532","11,632,828","75,313","11,197,495","2,712,267","4,580,930","2,323,738","28,722","862,409","98,992","378,336","212,101",,"-131,726","142,979","11,253","-131,320",-406,2.23,0.91,2.13,"2,712,524","4,580,953","28,750","2,744,501","1,881,021","27,830","23,965","4,677,317","59,677","3,483","4,733,512","11,204,053","11,335,779",0.92,0.92
US48,21Jan2020,Eastern,"12,242,731","12,171,086","11,983,142","85,741","11,506,322","2,596,504","4,330,326","2,323,472","33,409","829,943","119,066","1,048,556","225,046",,"-114,802","139,454","24,652","-115,957","1,155",2.23,0.91,2.13,"2,596,726","4,330,351","33,448","2,627,338","1,778,119","32,378","28,095","4,465,930","54,104","5,054","4,514,980","11,511,259","11,626,061",0.86,0.86
US48,22Jan2020,Eastern,"12,023,534","12,018,626","11,831,494","76,764","11,285,145","2,448,385","3,844,016","2,320,301","29,317","815,712","144,958","1,074,492","607,964",,"-119,961","151,627","31,666","-121,548","1,587",2.23,0.91,2.13,"2,448,584","3,844,083","29,342","2,477,450","1,578,449","28,403","30,683","4,114,985","55,258","5,010","4,165,233","11,291,935","11,411,896",0.80,0.80
US48,23Jan2020,Eastern,"11,330,012","11,242,595","11,061,080","79,216","10,558,001","2,270,816","4,132,468","2,292,883","28,870","831,854","127,614","667,126","206,370",,"-121,406","149,972","28,566","-126,080","4,674",2.23,0.91,2.13,"2,271,000","4,132,532","28,903","2,297,772","1,696,891","27,978","25,511","4,048,152","57,423","4,914","4,100,661","10,564,583","10,685,989",0.84,0.85
US48,24Jan2020,Eastern,"10,857,916","10,666,832","10,473,462","63,241","10,028,108","2,012,623","3,934,891","2,286,312","28,852","833,084","124,767","621,259","186,320",,"-129,791","152,474","22,683","-132,328","2,537",2.23,0.91,2.13,"2,012,821","3,935,007","28,889","2,036,550","1,615,784","27,965","25,042","3,705,341","56,283","4,107","3,757,517","10,033,021","10,162,812",0.81,0.82
US48,25Jan2020,Eastern,"10,172,039","10,138,487","9,944,868","56,297","9,485,771","1,805,612","3,496,278","2,279,403","29,388","816,711","152,040","725,082","181,257",,"-119,897","136,607","16,710","-121,002","1,105",2.23,0.91,2.13,"1,805,899","3,496,403","29,411","1,827,188","1,435,685","28,470","25,726","3,317,069","47,833","3,108","3,361,795","9,498,665","9,618,562",0.77,0.77
US48,26Jan2020,Eastern,"10,000,950","10,000,386","9,810,480","65,026","9,381,731","1,863,208","3,662,354","2,282,037","28,525","800,739","139,971","419,763","185,134",,"-114,815","139,323","24,508","-115,903","1,088",2.23,0.91,2.13,"1,863,437","3,662,402","28,544","1,885,404","1,503,847","27,631","23,680","3,440,562","51,039","3,258","3,488,343","9,389,947","9,504,762",0.81,0.81
US48,27Jan2020,Eastern,"10,717,467","10,647,519","10,440,203","53,926","9,976,913","1,983,990","3,861,511","2,303,285","29,548","848,756","135,124","633,647","181,052",,"-120,843","150,545","29,702","-122,902","2,059",2.23,0.91,2.13,"1,984,211","3,861,565","29,589","2,007,602","1,585,627","28,643","25,354","3,647,225","55,015","3,956","3,698,285","9,982,051","10,102,894",0.81,0.81
US48,28Jan2020,Eastern,"10,932,478","10,888,646","10,676,063","46,501","10,211,480","2,048,938","3,795,290","2,300,973","35,684","859,075","146,833","835,724","188,963",,"-139,658","166,523","26,865","-139,996",338,2.23,0.91,2.13,"2,049,148","3,795,355","35,715","2,073,305","1,558,440","34,573","26,776","3,693,093","60,150","4,379","3,748,863","10,217,237","10,356,895",0.80,0.80
US48,29Jan2020,Eastern,"11,065,636","11,096,499","10,880,486","61,075","10,428,203","2,093,993","4,372,150","2,303,197","40,272","878,801","129,533","413,819","196,438",,"-140,557","162,171","21,614","-140,850",293,2.23,0.91,2.13,"2,094,205","4,372,174","40,300","2,118,893","1,795,292","39,011","24,229","3,977,425","61,792","3,886","4,035,330","10,431,193","10,571,750",0.84,0.84
US48,30Jan2020,Eastern,"11,171,906","11,082,723","10,873,938","61,832","10,422,982","2,054,982","4,517,523","2,300,491","37,164","866,707","136,769","320,629","188,717",,"-138,162","155,729","17,567","-138,316",154,2.23,0.91,2.13,"2,055,176","4,517,547","37,189","2,079,404","1,854,985","35,999","23,569","3,993,958","59,665","3,711","4,049,912","10,427,607","10,565,769",0.84,0.85
US48,31Jan2020,Eastern,"10,942,167","10,837,922","10,645,410","92,585","10,213,517","1,909,422","4,241,275","2,281,947","31,420","820,963","118,981","616,191","193,318",,"-126,210","155,746","29,536","-126,241",31,2.23,0.91,2.13,"1,909,597","4,241,298","31,442","1,932,109","1,741,552","30,436","24,890","3,728,988","56,833","4,337","3,781,483","10,214,019","10,340,229",0.80,0.81
US48,01Feb2020,Eastern,"10,201,194","10,151,836","9,739,264","74,971","9,766,649","1,585,295","3,958,758","2,266,315","30,273","732,317","133,784","895,389","164,518",,"-143,526","163,335","19,809","-144,393",867,2.23,0.91,2.13,"1,585,741","3,958,918","30,296","1,604,435","1,625,602","29,327","25,897","3,285,261","54,868","3,366","3,336,763","9,769,743","9,913,269",0.74,0.74
US48,02Feb2020,Eastern,"9,801,347","9,748,824","9,289,167","49,424","9,318,536","1,443,392","3,338,316","2,242,860","31,182","762,554","171,129","1,168,669","160,434",,"-162,469","179,237","16,768","-162,895",426,2.23,0.91,2.13,"1,444,107","3,338,446","31,203","1,461,131","1,370,825","30,205","27,862","2,890,023","55,542","3,099","2,942,466","9,326,785","9,489,254",0.68,0.68
US48,03Feb2020,Eastern,"10,256,633","10,119,399","9,693,720","60,792","9,731,236","1,562,116","3,481,997","2,242,397","30,339","836,078","161,280","1,255,615","161,414",,"-147,926","163,475","15,549","-148,337",411,2.23,0.91,2.13,"1,562,812","3,482,113","30,381","1,581,236","1,429,817","29,409","28,773","3,069,235","51,348","3,811","3,116,772","9,735,797","9,883,723",0.70,0.70
US48,04Feb2020,Eastern,"10,322,976","10,340,653","9,860,445","69,470","9,899,783","1,669,732","3,665,260","2,264,854","32,169","863,247","147,222","1,091,502","165,797",,"-142,844","157,313","14,469","-142,675",-169,2.23,0.91,2.13,"1,670,417","3,665,332","32,192","1,690,109","1,505,050","31,162","28,029","3,254,350","51,636","3,465","3,302,521","9,907,915","10,050,759",0.72,0.72
US48,05Feb2020,Eastern,"10,749,674","10,796,326","10,351,064","92,803","10,386,054","1,978,876","4,235,930","2,262,260","36,672","861,034","124,825","720,362","166,095",,"-142,765","161,681","18,916","-142,703",-62,2.23,0.91,2.13,"1,979,562","4,236,009","36,693","2,002,898","1,739,380","35,519","25,572","3,803,370","58,993","3,401","3,858,963","10,394,369","10,537,134",0.81,0.81
US48,06Feb2020,Eastern,"10,941,963","11,029,211","10,670,019","106,022","10,714,030","2,040,227","4,517,908","2,256,535","40,124","869,808","143,365","675,005","171,058",,"-130,354","156,470","26,116","-130,448",94,2.23,0.91,2.13,"2,040,912","4,517,956","40,151","2,064,972","1,855,153","38,867","25,449","3,984,441","58,093","3,457","4,039,076","10,721,239","10,851,593",0.82,0.82
US48,07Feb2020,Eastern,"10,952,698","10,974,172","10,643,414","91,678","10,673,637","1,921,464","4,398,633","2,266,263","30,986","922,621","175,291","786,497","171,882",,"-129,489","158,952","29,463","-129,980",491,2.23,0.91,2.13,"1,922,122","4,398,739","31,013","1,944,781","1,806,200","30,021","26,708","3,807,710","56,655","3,738","3,860,627","10,677,928","10,807,417",0.79,0.79
US48,08Feb2020,Eastern,"10,481,484","10,538,244","10,217,113","107,781","10,255,193","1,831,658","3,999,760","2,279,387","33,520","898,292","169,442","876,402","166,732",,"-114,794","155,703","40,909","-116,767","1,973",2.23,0.91,2.13,"1,832,323","3,999,950","33,537","1,853,924","1,642,450","32,464","27,107","3,555,946","54,085","3,934","3,606,097","10,256,576","10,371,370",0.76,0.77
